age,income,loanamount,monthsemployed,interestrate
57,147485,72642,77,10.77
37,117364,112212,117,4.58
57,83949,116261,88,24.83
47,66864,108086,53,6.21
28,28433,101379,23,20.76
64,77717,137912,69,13.81
25,27817,34305,46,23.44
33,136707,52432,12,20.84
65,36026,143216,67,22.97
60,93882,153359,116,2.97
56,83128,81292,8,17.45
24,105454,211960,89,24.32
61,73185,11793,67,9.46
30,131381,94920,74,18.08
57,50493,234973,25,9.37
51,92740,75178,6,14.09
29,58043,243078,102,12.45
64,132908,75988,79,10.34
50,23461,171749,96,16.5
56,78243,122958,90,15.28
64,53490,87542,100,13.08
26,138584,100780,69,15.13
63,34473,80062,54,19.59
23,70306,235579,59,12.19
36,103816,51884,82,15.95
59,30530,216970,48,8.8
68,81395,10467,72,22.27
30,61920,146701,86,24.84
65,57028,130595,62,20.66
18,62342,132238,0,18.32
36,50929,180739,105,11.48
65,114041,56537,20,4.25
32,31451,40001,76,16.63
26,57251,10943,65,3.33
34,93358,220195,118,10.3
67,30577,28112,34,17.43
59,88264,216586,92,24.35
19,70091,224638,112,5.27
68,124688,241902,114,15.63
47,18959,145987,20,19.1
32,58237,6060,26,8.62
64,15942,52995,56,11.56
25,86423,159953,40,3.66
26,52270,77331,71,23.35
44,122418,145267,44,21.51
45,92079,230506,15,19.96
66,104468,31402,94,11.95
41,87765,62825,88,21.17
21,113286,195843,57,22.22
39,55878,30262,103,24.13
66,113536,19921,66,4.76
51,19047,68082,108,8.28
29,50238,83915,27,3.67
33,42385,195115,105,16.99
54,25170,165317,115,21.37
19,147979,190398,2,8.36
40,78789,111685,35,13.28
38,107405,238161,35,22.34
30,48830,203253,83,7.34
49,82542,104505,63,18.2
22,93058,233783,48,12.17
66,142274,43293,95,7.63
51,103864,89255,101,14.41
34,30591,121664,95,22.88
28,66083,219639,46,8.41
44,73391,8354,101,18.61
57,63110,153278,105,7.53
19,123965,232926,48,12.01
42,96756,156747,100,13.16
53,19038,42296,82,6.99
66,122881,205371,82,21.81
25,19460,167152,12,9.78
51,36187,95279,68,10.14
33,73329,63171,18,10.45
31,117985,134241,85,12.17
53,21883,80010,19,19.91
57,79407,10847,33,11.25
45,147576,58053,5,23.7
19,18891,136743,32,16.04
62,147536,174503,95,24.55
37,146467,37410,108,11.55
37,62378,92727,89,7.39
53,59354,162833,97,13.29
32,118275,126167,104,22.4
65,57919,141397,46,12.79
30,33015,174086,24,4.7
39,22749,168681,0,2.39
25,25114,228691,90,10.52
41,47426,130705,9,2.57
36,74722,113299,118,22.36
50,36156,46536,59,10.41
28,133052,155174,83,15.19
34,73633,45675,97,8.18
67,21694,192282,39,14.07
62,83334,7357,32,3.26
42,130193,56136,117,3.22
39,100694,116812,65,10.28
52,51841,200823,95,13.82
20,32056,82129,78,5.57
56,52166,180840,94,23.63
68,25081,73458,109,10.91
32,81698,154111,75,8.9
63,139095,155887,4,14.31
41,135310,245165,33,18.5
48,97996,50093,74,17.71
48,89357,39164,27,18.35
40,88532,86327,23,23.03
31,36971,95924,33,4.91
45,48371,86748,8,23.32
29,106780,71805,75,3.23
58,129692,22974,10,9.83
53,112097,120387,23,20.67
21,93137,170860,92,18.18
37,148778,152820,100,7.71
49,30475,44810,18,5.8
35,110629,79337,39,11.21
47,98558,35075,53,6.19
45,125736,212783,94,13.59
34,54177,21881,58,15.83
37,98733,9046,25,13.61
54,120831,68225,47,3.21
64,15601,223385,36,11.11
39,26133,174817,23,20.79
57,129972,146208,86,4.78
28,36020,82543,103,10.82
60,88541,21272,78,21.9
25,102229,146351,20,20.08
58,106050,30071,25,8.38
51,130806,246037,45,2.15
36,97970,146810,97,24.95
53,145288,52841,5,23.25
56,70262,159720,22,23.03
40,135376,117597,98,21.32
30,127878,151076,71,9.84
28,124466,243219,26,7.86
59,26382,146381,30,5.49
50,117447,234619,109,3.36
55,82984,16652,46,14.5
18,125415,139898,56,13.41
32,38931,113013,23,12.89
34,135973,235491,8,16.24
21,117897,235914,45,2.83
61,123827,97211,21,19.1
54,25081,51217,112,15.95
51,30882,111861,57,4.38
67,84616,136822,92,6.42
43,25661,158928,102,9.85
30,27084,18905,75,5.33
22,97909,122626,74,13.86
33,51929,169381,89,18.23
35,72558,115458,10,6.47
39,50668,222695,77,16.2
20,136266,127113,19,18.74
19,67498,54071,5,19.57
27,101816,128872,119,19.25
66,40369,166836,63,14.57
32,48876,207310,69,24.39
36,35633,161111,98,24.03
69,61851,199234,83,21.16
28,60764,27684,5,4.79
26,62980,116487,58,6.39
62,70262,7435,82,16.5
27,68283,242273,55,21.16
40,28085,94350,102,18.96
24,79359,167740,76,12.8
53,109463,6754,78,11.96
47,117390,23478,76,4.55
40,127880,54093,34,23.56
38,82302,74959,97,24.54
61,91987,172788,25,12.09
27,19695,48821,83,20.15
59,90348,7450,10,5.08
25,28884,154521,20,2.27
66,101380,18291,28,13.97
43,80401,11144,87,22.72
56,108964,239006,22,8.89
21,88251,225650,33,23.76
67,123303,6018,88,17.55
44,49159,128621,106,19.7
40,37694,176825,43,2.16
51,82190,179239,83,11.85
59,79323,133288,118,8.95
32,30081,37126,22,16.99
48,147805,241718,23,9.63
50,69290,83729,12,19.44
49,123811,84264,91,7.54
34,24487,140507,13,21.2
68,139649,122924,37,21.16
56,137698,107650,109,13.25
54,98421,32681,28,14.46
27,127914,139539,81,10.88
34,63246,76653,114,5.12
18,91523,105614,104,9.49
29,84287,209326,110,10.67
52,134835,19442,74,9.27
59,17298,48082,18,19.96
39,62338,116147,117,8.85
57,122321,200172,75,18.43
59,28968,240607,19,15.31
49,83672,87116,13,11.96
49,123498,77273,13,20.41
37,65312,132701,66,9.1
40,51660,108584,62,15.24
63,128466,27560,65,22.64
22,33398,67451,21,5.87
62,112013,81498,89,7.88
46,39453,245976,63,23.31
55,134262,175405,1,9.73
63,123463,162066,116,16.51
64,108810,28615,28,8.73
28,126390,128569,110,15.82
44,130631,247693,102,2.23
56,93536,153763,62,15.07
62,62491,61954,94,23.76
53,130287,154405,68,15.01
29,91647,102771,114,8.35
69,23702,185327,24,4.8
26,135895,200303,11,4.65
52,98754,248778,18,22.32
31,104445,9876,49,5.21
32,25120,191205,25,4.26
59,16570,140887,30,14.64
66,60061,221532,89,14.41
54,112298,159167,22,16.01
49,122490,241835,61,19.21
52,32306,140027,3,11.82
41,42291,65231,59,4.54
63,82073,115412,115,20.75
18,148253,221015,78,22.84
33,111215,6347,88,2.38
57,135834,175884,21,17.02
36,136469,244701,55,2.27
45,142914,192558,20,3.75
63,69809,148586,75,9.5
30,23118,33340,93,18.21
20,49370,58436,81,4.35
41,143363,79961,32,6.88
21,135273,140701,83,12.57
29,50289,70377,4,21.35
69,128015,204320,114,22.54
63,51404,63350,2,20.66
25,60402,170556,98,4.54
27,149730,110121,24,4.86
19,132531,37856,110,6.18
36,120289,247527,104,14.32
57,141930,137576,111,19.91
68,148046,21439,5,7.16
53,51519,73384,13,9.62
65,143277,189304,60,6.14
56,94213,75344,21,23.27
25,30658,214289,6,19.03
64,107576,229214,1,2.94
42,42121,171947,87,19.99
19,41105,206204,56,20.89
67,33522,198316,70,15.55
46,109750,5414,18,6.63
43,46202,143597,75,5.32
66,69776,118425,70,2.16
35,21772,153428,57,5.91
57,113024,130040,2,24.23
28,33556,25085,72,12.91
66,112016,100514,59,10.31
37,53135,82375,12,16.48
60,31667,245676,40,6.32
59,121864,149679,91,2.88
67,124567,52811,22,11.71
41,125545,243219,34,13.19
19,57419,72146,66,16.36
47,147183,29443,18,14.13
65,46388,64018,48,11.48
28,147055,126249,74,9.66
66,113642,245608,101,19.51
22,147572,212511,34,8.75
23,50223,154900,74,20.78
29,145291,76381,2,24.46
22,38602,177835,49,10.29
21,116447,168572,60,7.87
51,23232,33473,102,6.28
32,74043,123176,100,19.73
54,35976,174681,62,2.32
18,74197,215396,48,19.51
66,102748,139911,31,9.27
54,18312,36542,53,4.75
56,135436,187939,42,14.69
67,120357,72823,97,12.83
29,95745,70916,28,3.61
44,109922,44622,58,14.52
34,108608,81892,55,20.3
40,95671,29591,62,22.91
68,120819,245718,34,22.07
55,135402,35340,31,3.43
67,66153,150407,74,21.44
39,80951,113840,40,9.33
51,40369,34480,40,19.21
35,70652,156266,69,3.4
69,18702,204561,78,7.28
62,84465,128343,63,5.4
65,23783,198702,10,15.58
25,31416,184203,98,24.47
36,24486,187966,111,6.25
68,56322,175883,26,15.23
46,74669,154224,108,13.41
44,137498,142823,47,12.29
42,148751,200063,96,2.89
26,26251,41808,110,19.64
38,78729,93286,29,20.46
49,33108,127764,15,10.76
43,59658,240936,84,24.34
66,141998,199412,42,18.11
38,116001,130911,116,22.37
43,131105,72796,5,21.09
39,104124,243951,45,10.63
53,38263,105467,114,14.75
61,122286,45676,22,21.17
30,139367,230669,79,13.23
46,139384,191955,87,22.98
47,19730,99914,66,16.32
32,127547,58143,77,13.85
65,79622,137650,57,15.62
21,42928,216179,14,16.57
24,58386,187653,103,14.67
30,99042,116924,21,15.89
52,72835,243360,35,11.88
59,141231,46999,9,3.86
26,138699,212858,60,6.38
48,93873,72857,76,5.95
54,26645,232961,64,23.9
60,112013,18335,117,4.34
28,143548,99610,94,4.48
49,52077,249755,19,10.79
22,26904,237125,26,23.55
62,80471,78880,17,8.89
55,117594,187465,52,2.6
36,111653,87600,4,12.06
68,120740,108887,98,22.46
23,29448,199176,48,3.39
61,29245,94270,83,4.16
53,117504,171506,69,24.47
25,17598,238842,28,12.75
41,85500,124596,56,15.39
57,149933,25964,22,2.47
29,87858,15718,26,18.1
59,115753,87797,22,6.9
45,69928,201258,41,16.25
67,121275,161460,2,7.17
35,22009,131998,80,20.85
54,72939,119998,39,17.25
44,110133,12272,12,24.16
47,134470,110107,95,24.92
43,76347,240063,115,6.88
66,33691,151501,100,23.26
20,77361,166016,97,2.1
19,95680,220783,117,5.65
46,42837,229023,91,5.38
35,24335,97913,68,15.06
69,138301,135126,91,23.17
54,105470,195421,83,12.8
63,22162,47934,47,9.66
52,144784,244011,72,4.95
68,125432,120723,65,6.16
33,56235,249409,111,14.92
55,59096,49981,85,8.67
62,107500,245188,79,24.16
19,22469,141376,61,2.93
41,141701,201331,46,12.88
57,137517,193199,115,23.44
41,66818,137809,65,24.85
28,46450,156812,105,20.76
56,52706,226565,34,16.46
44,20182,190044,111,24.44
35,95081,6528,34,8.29
41,132906,147941,53,15.24
53,134246,37361,95,21.86
47,130669,98070,31,4.46
28,140194,40100,15,7.79
62,38718,225394,56,14.13
20,101446,5484,7,20.02
63,34216,70475,84,16.14
68,81187,119918,88,10.43
44,70103,145204,46,17.47
55,97436,219595,61,12.31
44,16159,247368,39,16.53
35,15137,128689,30,4.03
48,50837,11571,25,17.38
31,137647,33082,117,17.9
46,97368,168946,115,18.45
68,144518,112611,110,19.4
58,141540,104326,61,15.9
52,134396,115921,55,22.03
20,23143,211602,4,17.67
29,132170,204508,84,24.55
55,133849,96071,35,9.7
40,124428,111595,58,3.08
21,69836,28112,30,15.29
33,74757,155861,48,6.28
34,50414,110542,21,6.64
66,71253,192115,70,16.47
47,41023,204489,12,8.89
33,71142,168490,117,4.61
31,95060,90075,20,9.38
18,97234,90276,103,8.79
67,42814,89999,77,7.79
43,27854,212298,12,9.88
47,142477,40477,11,12.38
53,53088,80778,93,24.6
56,61238,107220,45,21.51
39,130013,207813,54,9.2
54,130996,62725,67,21.66
53,92581,137365,52,14.59
53,130227,133886,31,4.69
22,114406,165987,32,19.07
27,133603,73325,68,23.75
38,118123,97857,18,6.07
33,62438,178423,57,6.26
39,82542,120059,4,20.64
68,74227,70375,68,3.08
35,86538,6652,115,24.47
43,136340,76460,80,19.65
43,115712,92580,72,20.34
40,89435,176718,83,6.92
20,126906,173894,65,2.96
21,146012,235895,68,11.88
45,76361,237244,27,8.26
56,59931,161256,75,23.53
45,81841,196759,88,7.08
53,104783,228254,66,4.27
36,79019,60534,104,4.68
61,126881,71995,33,8.91
50,97011,231548,50,9.3
38,108835,125632,104,24.9
53,55783,28100,58,20.92
28,50955,186330,23,16.72
64,135109,150500,8,23.51
48,103243,122813,64,21.47
34,46145,34157,50,12.77
53,26230,247467,93,14.33
63,46913,149098,111,7.42
38,117931,199097,57,24.66
36,128798,66522,57,17.47
45,128841,241877,82,17.93
33,145528,57255,78,20.87
19,44780,81371,2,5.35
25,105468,135194,62,19.64
62,146345,64577,66,17.22
53,47675,123023,18,6.24
38,117691,89425,11,14.51
31,39380,195896,99,14.22
35,43858,124607,13,6.86
53,73511,31291,21,7.93
29,49744,158329,54,5.39
45,44354,9251,42,7.51
38,102490,99654,107,3.88
39,93342,6158,25,22.09
31,111547,246150,10,6.81
47,54124,239769,22,7.43
69,105070,100315,103,21.33
28,132277,156574,107,13.05
34,113092,208719,77,7.42
37,15920,104702,69,5.48
23,139477,181301,92,8.06
63,141053,235227,101,8.36
33,25054,15038,96,9.45
66,39901,59384,1,20.49
19,15371,128509,70,7.95
59,135149,7509,50,13.84
26,95341,103770,109,23.31
35,145103,67394,95,17.11
24,100423,18891,27,18.61
26,104609,192160,28,7.23
55,141550,230367,101,8.22
62,40055,71688,59,4.07
41,64693,215116,38,3.53
33,36929,195857,64,20.88
18,55107,80813,79,5.13
32,113833,97158,84,18.56
21,61648,48526,78,19.77
47,50750,181252,23,10.04
35,125117,134741,68,16.66
39,92801,195685,52,8.24
22,126986,81676,15,10.85
26,52729,46532,67,12.94
58,148219,173469,103,13.77
66,85384,236031,85,17.61
64,88416,126357,99,8.87
41,148435,123106,25,6.59
52,25893,181007,2,23.02
59,85398,200761,98,10.25
48,120187,76815,67,24.24
54,93454,174787,104,20.77
54,92060,211231,48,8.91
22,107303,94758,105,6.75
46,101854,67941,25,22.97
44,143844,162852,103,7.89
37,16077,129170,60,8.82
20,30021,46518,1,13.35
20,121343,70740,33,6.04
55,31162,43556,46,13.12
58,123472,15908,50,21.45
22,89769,173910,95,16.07
51,131442,84165,36,11.87
23,68459,26200,65,3.28
60,133357,169066,96,21.34
53,63763,198148,5,16.25
49,93781,230865,111,4.27
46,149921,241608,23,21.31
62,34309,70421,74,20.89
36,107560,189265,106,4.42
64,77443,33134,110,24.38
19,108254,104135,31,7.95
68,28937,110765,44,17.88
20,127817,205722,61,12.9
50,97150,121914,86,24.09
31,35726,182835,119,2.26
33,62341,38092,107,7.14
23,79805,139505,2,8.47
47,35324,17628,30,10.87
56,118403,6672,76,13.36
57,138551,56255,86,3.19
56,78870,52805,49,7.88
69,69845,246793,49,21.56
49,113331,105507,10,11.43
44,19054,177825,47,21.15
61,74913,221417,1,10.44
31,40338,207122,103,2.41
32,131041,229212,61,18.47
34,57256,43847,49,15.23
41,71729,161690,18,24.51
51,66626,155308,86,4.53
31,91754,129875,60,13.4
26,84666,7367,17,4.85
21,109710,46878,94,2.85
64,121778,51342,22,18.84
20,148314,116147,94,4.84
47,83807,128039,36,22.36
61,54829,175678,40,8.87
49,71736,167683,118,16.58
19,36475,35657,95,14.08
57,52550,70163,63,7.96
34,109995,71353,84,15.86
49,114763,104347,71,6.5
30,62436,108982,50,24.82
68,41765,175901,56,19.4
50,47762,60475,37,11.87
57,21116,21422,3,10.9
55,139887,126063,95,18.34
26,115401,43304,20,2.99
49,55617,121224,103,5.25
44,36891,211974,6,7.69
40,101357,218508,37,17.44
33,88245,127106,77,21.79
24,25923,205741,31,8.48
33,48966,123687,0,5.03
32,16974,84659,9,20.19
28,68465,49635,47,17.74
67,37415,14922,103,16.7
24,75196,159068,36,24.51
60,78206,44149,80,20.48
21,138995,144012,6,8.16
18,136675,18215,119,17.41
56,80196,52164,59,15.82
47,134042,62035,49,10.02
31,39356,239394,89,24.73
68,60935,132953,36,19.26
25,99260,75318,89,12.65
33,64338,241359,28,22.18
23,46243,141043,21,9.25
28,28430,100869,20,5.22
37,142992,102474,87,22.86
24,114064,50951,29,10.95
44,62699,53703,111,4.32
31,68245,173766,6,19.25
58,70489,96420,68,18.66
27,127230,5552,37,13.98
52,114767,125579,51,10.78
67,20234,7557,35,24.36
32,48263,106288,107,10.98
45,89911,232851,86,16.02
41,31785,103881,114,3.44
63,77291,131890,8,24.44
19,105013,162723,79,8.67
42,124983,218397,41,4.26
69,102304,100771,42,22.29
65,54928,232183,20,13.73
43,32781,247201,68,6.24
60,31154,104433,20,14.28
24,37347,192487,60,3.8
52,124994,20579,115,6.24
62,49763,226303,83,7.96
59,99044,188370,91,3.04
44,90238,221790,32,20.99
31,44976,19485,7,22.69
67,134820,38537,13,23.4
31,139923,174581,76,23.48
43,35348,160708,41,9.94
60,46400,79755,22,3.3
53,122291,41923,98,3.72
62,26494,139441,93,2.38
27,29136,169269,56,9.79
19,95704,193202,94,20.7
68,47693,244035,63,9.92
20,26695,217271,61,14.73
41,90740,72515,102,2.79
35,42673,85400,82,9.5
30,108734,184716,43,9.66
54,55734,74449,80,11.86
35,145267,201766,99,9.24
50,80261,7562,81,15.99
47,102063,204318,99,7.16
53,36383,248575,86,17.52
42,40681,245151,0,15.84
49,102145,37860,86,4.63
51,141036,105778,64,10.86
25,93066,33652,84,22.2
30,44551,245678,68,9.25
53,120114,84484,63,24.52
32,29022,66107,12,17.81
27,107597,128101,52,17.29
50,127572,68706,19,20.38
65,79222,38155,75,10.17
66,56613,68909,23,10.93
69,122346,154110,76,9.45
34,48481,121312,70,20.03
46,85301,53752,18,10.91
38,56471,77016,8,20.96
65,99859,140855,22,10.59
36,142118,146551,60,15.83
51,46156,202651,52,22.33
33,54902,112835,3,3.55
60,42409,221451,98,23.0
62,116750,127955,119,13.56
56,86332,147381,99,7.8
54,76122,148836,34,9.67
54,29084,36193,71,10.68
30,64170,171220,44,16.07
64,138242,110780,26,9.82
33,76380,142019,114,9.63
31,134140,167403,4,21.0
34,149861,100475,50,3.87
45,33999,151009,52,16.97
42,109730,245418,68,21.37
36,59511,20987,68,14.68
18,68756,60011,97,4.14
64,112836,57087,4,2.69
30,85850,145733,73,8.88
25,112429,199507,42,5.04
47,79010,242678,63,15.17
63,78103,97301,78,7.99
26,62018,183645,113,20.07
65,125683,212878,60,11.78
39,34523,36688,0,3.02
64,115337,209152,38,9.95
64,44622,234153,2,13.29
36,122708,90527,1,13.46
47,39515,129335,5,24.18
20,43739,211199,108,10.96
28,131716,246077,38,5.19
29,133723,8971,37,18.9
68,27764,17697,79,6.75
36,78395,92603,79,16.6
61,131865,226529,21,16.69
24,37037,183774,8,21.39
49,133444,90006,31,11.58
64,71154,199723,48,15.89
34,65192,26353,104,18.36
32,125569,190552,3,3.83
61,146082,214411,55,6.09
60,135048,237727,40,9.06
23,70178,181797,51,24.71
61,145310,154466,64,18.48
46,89349,69977,98,12.85
38,133900,5204,15,6.75
56,40269,199805,119,19.1
46,124235,208196,114,16.16
68,66894,147139,114,4.55
66,147071,244164,9,22.73
58,149068,249498,28,15.33
63,147776,248009,25,21.04
42,87162,175370,12,6.09
63,39293,14297,31,22.38
54,49167,191609,29,24.49
50,77141,228024,11,19.81
65,146645,37535,101,11.33
21,127007,5830,64,18.93
29,37461,160830,79,12.38
30,92197,192225,53,9.48
56,110192,42842,54,22.25
64,73756,23160,111,22.24
66,45661,205050,104,21.11
37,84310,44498,70,13.06
35,100424,217944,72,22.24
35,100400,31180,27,20.96
31,54897,82647,85,14.65
34,110129,31269,11,14.57
38,134632,69194,103,24.24
43,93408,200095,101,22.22
53,129505,153869,0,23.0
68,66550,20907,76,8.33
43,136213,221648,33,21.93
45,59726,118077,86,6.3
51,116936,34843,45,19.9
42,101953,187826,4,20.64
66,83327,38606,53,14.52
25,66560,43482,2,3.21
22,131540,154974,6,19.64
45,65072,210557,32,22.78
51,27926,161882,49,15.94
43,57794,66594,63,8.32
45,54138,9522,66,14.28
53,146297,162294,61,20.05
44,100141,37952,118,22.91
34,128035,54296,113,20.78
67,82710,147705,29,13.29
69,67893,191652,59,10.37
37,122014,151854,23,6.71
69,126938,17085,119,23.38
31,23176,148897,15,4.71
38,46345,148610,40,7.73
49,116366,8939,64,15.2
40,56983,247241,117,18.76
54,136991,158875,117,6.83
56,128517,48431,62,12.41
25,140699,204151,9,19.06
36,75522,89864,34,16.14
46,112611,178846,95,14.64
22,27776,74986,75,2.39
66,35076,227700,79,2.14
49,26384,9372,53,23.65
37,67443,99078,119,22.19
36,130279,110519,100,16.9
41,82157,146045,102,2.57
49,77898,210378,11,15.13
42,119298,95146,33,4.96
44,101734,173091,3,10.21
29,117361,141982,49,11.19
28,51427,239028,60,23.37
30,32451,71026,69,10.27
20,19072,182382,82,21.46
30,31597,190673,72,4.65
38,76955,92647,31,3.69
21,18097,25706,80,13.15
47,106623,73250,56,17.06
68,103445,29670,32,3.05
65,42691,31503,27,7.34
46,22518,187698,11,6.77
56,87877,94232,80,18.46
46,42248,53543,15,19.49
59,134546,32738,91,5.83
30,124541,227472,75,5.93
46,133147,105411,63,11.12
57,59304,225703,60,16.68
60,40289,164391,43,16.72
61,98611,248310,29,23.91
64,105706,189122,115,10.18
29,47796,191604,28,21.53
44,132349,14966,80,20.9
66,54928,53318,0,20.96
68,88815,194106,118,22.21
49,67404,185236,93,15.43
19,45689,91353,37,7.92
25,102984,227119,29,11.48
